Background,Item,Description,Source
Orzhov Representative,Ideal,"Power. One day, I will be the one giving orders. (Evil)",Guildmaster's Guide to Ravnica
Orzhov Representative,Ideal,"Prestige. I want to be admired, respected, feared, or even hated for my position and wealth. (Evil)",Guildmaster's Guide to Ravnica
Orzhov Representative,Ideal,Stability. The economy functions best when chaos is kept under control and everyone knows their place. (Lawful),Guildmaster's Guide to Ravnica
Orzhov Representative,Ideal,"Eternity. I want to live forever - in the flesh as long as possible, and as a spirit afterward. (Any)",Guildmaster's Guide to Ravnica
Orzhov Representative,Bond,The unbearable weight of my debt has driven me to desperation.,Guildmaster's Guide to Ravnica
Orzhov Representative,Bond,I'm duty-bound to obey the dictates of an ancestor on the Ghost Council.,Guildmaster's Guide to Ravnica
Orzhov Representative,Bond,I value my worldly goods more highly than my mortal life.,Guildmaster's Guide to Ravnica
Orzhov Representative,Bond,"An oligarch publicly humiliated me, and I will exact revenge on that whole family.",Guildmaster's Guide to Ravnica
Orzhov Representative,Bond,My faith in the Obzedat never wavers.,Guildmaster's Guide to Ravnica
Orzhov Representative,Bond,I want to prove myself more worthy than an older sibling and thereby ensure that I inherit a greater share of my parents' wealth.,Guildmaster's Guide to Ravnica
Orzhov Representative,Flaw,I hold a scandalous secret that could ruin my family forever - but could also earn me the favor of the Ghost Council.,Guildmaster's Guide to Ravnica
Orzhov Representative,Flaw,I'm convinced that everyone I know is plotting against me.,Guildmaster's Guide to Ravnica
Orzhov Representative,Flaw,I'll brave any risk if the monetary reward is great enough.,Guildmaster's Guide to Ravnica
Orzhov Representative,Flaw,I am convinced that I am far more important than anyone else is willing to acknowledge.,Guildmaster's Guide to Ravnica
Orzhov Representative,Flaw,I have little respect for anyone who isn't wealthy.,Guildmaster's Guide to Ravnica
Orzhov Representative,Flaw,"I'll take any opportunity to steal from wealthier people, even for worthless trinkets.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Type of Performer,Spikewheel acrobat,Guildmaster's Guide to Ravnica
Rakdos Cultist,Type of Performer,Lampooning satirist,Guildmaster's Guide to Ravnica
Rakdos Cultist,Type of Performer,Fire juggler,Guildmaster's Guide to Ravnica
Rakdos Cultist,Type of Performer,Marionette puppeteer,Guildmaster's Guide to Ravnica
Rakdos Cultist,Type of Performer,Pain artist,Guildmaster's Guide to Ravnica
Rakdos Cultist,Type of Performer,Noise musician,Guildmaster's Guide to Ravnica
Rakdos Cultist,Type of Performer,Nightmare clown,Guildmaster's Guide to Ravnica
Rakdos Cultist,Type of Performer,Master of ceremonies,Guildmaster's Guide to Ravnica
Rakdos Cultist,Trait,"I revel in mayhem, the more destructive the better.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Trait,"When violence breaks out, I lose myself in rage, and it's sometimes hard to stop.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Trait,"Everything is funny to me, and the most hilarious and bloodiest things leave me cackling with sadistic glee.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Trait,I derive genuine pleasure from the pain of others.,Guildmaster's Guide to Ravnica
Rakdos Cultist,Trait,I enjoy testing other people's patience.,Guildmaster's Guide to Ravnica
Rakdos Cultist,Trait,"I can't stand it when things are predictable, so I like to add a little chaos to every situation.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Trait,I throw my weight around to make sure I get my way.,Guildmaster's Guide to Ravnica
Rakdos Cultist,Trait,"I enjoy breaking delicate works of art. And fingers, which are sort of the same.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Rakdos Cultist,Ideal,"Hedonism. Death comes for everyone, so take as much pleasure as you can from every moment of life. (Neutral)",Guildmaster's Guide to Ravnica
Rakdos Cultist,Ideal,Creativity. I strive to find more ways to express my art through pain - my own as well as others'. (Chaotic),Guildmaster's Guide to Ravnica
Rakdos Cultist,Ideal,Freedom. No one tells me what to do. (Chaotic),Guildmaster's Guide to Ravnica
Rakdos Cultist,Ideal,"Equality. I want to see Ravnica remade, with no guilds and no hierarchies. (Chaotic)",Guildmaster's Guide to Ravnica
Rakdos Cultist,Ideal,Spectacle. People are inspired by the greatness they see in art. (Any),Guildmaster's Guide to Ravnica
Rakdos Cultist,Bond,"I have belonged to the same performance troupe for years, and these people mean everything to me.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Bond,"A blood witch told me I have a special destiny to fulfill, and I'm trying to figure out what it is.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Bond,"I'm secretly hoping that I can change the cult from the inside, using my influence to help rein in the wanton violence.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Bond,"I own something that Rakdos once touched (it's seared black at the spot), and I cherish it.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Bond,I want to be better at my chosen form of performance than any other member of my troupe.,Guildmaster's Guide to Ravnica
Rakdos Cultist,Bond,I am devoted to Rakdos and live to impress him.,Guildmaster's Guide to Ravnica
Rakdos Cultist,Flaw,"My family is prominent in another guild. I enjoy my wild life, but I don't want to embarrass them.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Flaw,I couldn't hide my emotions and opinions even if I wanted to.,Guildmaster's Guide to Ravnica
Rakdos Cultist,Flaw,I throw caution to the wind.,Guildmaster's Guide to Ravnica
Rakdos Cultist,Flaw,I resent the rich and powerful.,Guildmaster's Guide to Ravnica
Rakdos Cultist,Flaw,"When I'm angry, I lash out in violence.",Guildmaster's Guide to Ravnica
Rakdos Cultist,Flaw,There's no such thing as too much pleasure.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Trait,I never raise my voice or lose my temper.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Trait,"I feel the pains and joys of everyone around me, friend or foe.",Guildmaster's Guide to Ravnica
Selesnya Initiate,Trait,I would rather make a friend than thwart an enemy.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Trait,I'm always straining to peer into another reality that seems to be just beyond my senses.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Trait,I'm uneasy if I can't see plants growing or feel soil beneath my feet.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Trait,Seeing illness or injury in any creature saddens me.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Trait,"I have much to be proud of, but I am still just one strand in the grand, interwoven tapestry of life.",Guildmaster's Guide to Ravnica
Selesnya Initiate,Trait,Nature offers rich and abundant metaphors for understanding the complexities of life.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Selesnya Initiate,Ideal,Harmony. Nothing is more beautiful than voices and actions aligned in common purpose. (Good),Guildmaster's Guide to Ravnica
Selesnya Initiate,Ideal,"Order. Like a well-pruned tree, society thrives when everything is kept in good order. (Lawful)",Guildmaster's Guide to Ravnica
Selesnya Initiate,Ideal,Life. Preserving life and nature is always a worthwhile endeavor. (Good),Guildmaster's Guide to Ravnica
Selesnya Initiate,Ideal,Humility. Ambition and pride are the roots of strife. (Good),Guildmaster's Guide to Ravnica
Selesnya Initiate,Ideal,"Evangelism. When all have joined the Selesnya Conclave, Ravnica will finally know peace. (Any)",Guildmaster's Guide to Ravnica
Selesnya Initiate,Bond,I would give my life in the defense of the small enclave where I first encountered Mat'Selesnya.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Bond,"I love beasts and plants of all kinds, and am loath to harm them.",Guildmaster's Guide to Ravnica
Selesnya Initiate,Bond,A healer nursed me to recovery from a mortal illness.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Bond,I'll sing the invitation of Mat'Selesnya with my dying breath.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Bond,"I cherish a leaf from Vitu-Ghazi that changes color with the seasons, even though it is no longer attached to the tree.",Guildmaster's Guide to Ravnica
Selesnya Initiate,Bond,"Every member of the conclave is my kin, and I would fight for any one of them.",Guildmaster's Guide to Ravnica
Selesnya Initiate,Flaw,I'm terrified of getting into a fight where my side is outnumbered.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Flaw,I assume that people mean well until they prove otherwise.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Flaw,"I enjoy comfort and quiet, and prefer to avoid extra effort.",Guildmaster's Guide to Ravnica
Selesnya Initiate,Flaw,I have a fierce temper that doesn't reflect the inner calm I seek.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Flaw,I'm convinced that everyone else in the conclave has a deeper connection to the Worldsoul than I do.,Guildmaster's Guide to Ravnica
Selesnya Initiate,Flaw,"I'm trying to atone for the life of crime I led before I joined the Selesnya, but I find it hard to give up my bad habits.",Guildmaster's Guide to Ravnica
Simic Scientist,Clade/Project,"Hull Clade, focused on protection and durability",Guildmaster's Guide to Ravnica
Simic Scientist,Clade/Project,"Fin Clade, focused on movement",Guildmaster's Guide to Ravnica
Simic Scientist,Clade/Project,"Gyre Clade, focused on cyclical patterns and metamagic",Guildmaster's Guide to Ravnica
Simic Scientist,Clade/Project,"Guardian Project, focused on creating guard monsters and super soldiers",Guildmaster's Guide to Ravnica
Simic Scientist,Clade/Project,"Crypsis Project, focused on intelligence and counterintelligence",Guildmaster's Guide to Ravnica
Simic Scientist,Clade/Project,Independent research in a new area,Guildmaster's Guide to Ravnica
Simic Scientist,Trait,I can't wait to see what I become next!,Guildmaster's Guide to Ravnica
Simic Scientist,Trait,I am convinced that everything inclines toward constant improvement.,Guildmaster's Guide to Ravnica
Simic Scientist,Trait,I'm eager to explain every detail of my most intricate experiments and theories to anyone who shows the least bit of interest.,Guildmaster's Guide to Ravnica
Simic Scientist,Trait,I assume that everyone needs even the most basic concepts explained to them.,Guildmaster's Guide to Ravnica
Simic Scientist,Trait,I describe everything that happens as if it were going into my research notes (and it often is).,Guildmaster's Guide to Ravnica
Simic Scientist,Trait,I am insatiably curious about the seemingly infinite forms and adaptations of life.,Guildmaster's Guide to Ravnica
Simic Scientist,Trait,"I can't resist prying into anything forbidden, since it must be terribly interesting.",Guildmaster's Guide to Ravnica
Simic Scientist,Trait,I employ a highly technical vocabulary to avoid imprecision and ambiguity in my communication.,Guildmaster's Guide to Ravnica
Simic Scientist,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Simic Scientist,Ideal,"Change. All life is meant to progress toward perfection, and our work is to hurry it along - no matter what must be upended along the way. (Chaotic)",Guildmaster's Guide to Ravnica
Simic Scientist,Ideal,Knowledge. Understanding the world is more important than what you do with your knowledge. (Neutral),Guildmaster's Guide to Ravnica
Simic Scientist,Ideal,Greater Good. I want to reshape the world into higher forms of life so that all can enjoy evolution. (Good),Guildmaster's Guide to Ravnica
Simic Scientist,Ideal,Logic. It's foolish to let emotions and principles interfere with the conclusions of logic. (Lawful),Guildmaster's Guide to Ravnica
Simic Scientist,Ideal,Superiority. My vast intellect and strength are directed toward increasing my sway over others. (Evil),Guildmaster's Guide to Ravnica
Simic Scientist,Bond,"I helped create a krasis that I love like a pet and would carry with me everywhere … except it's the size of a building, and it might eat me.",Guildmaster's Guide to Ravnica
Simic Scientist,Bond,"In my laboratory, I discovered something that I think could eliminate half the life on Ravnica.",Guildmaster's Guide to Ravnica
Simic Scientist,Bond,"The other researchers in my clade are my family - a big, eccentric family including members and parts of many species.",Guildmaster's Guide to Ravnica
Simic Scientist,Bond,The laboratory where I did my research contains everything that is precious to me.,Guildmaster's Guide to Ravnica
